source_url,raw_text,category_url,updated_at
https://www.ciampai.com/,Traemos para ti materias primas de todo el mundo,"",2026-01-05T01:37:21.197865
https://www.ciampai.com/,Traemos para ti materias primas de todo el mundo,"",2026-01-05T01:37:21.197865
https://www.ciampai.com/,QUIÉNES SOMOS,"",2026-01-05T01:37:21.197865
https://www.ciampai.com/,QUIÉNES SOMOS,"",2026-01-05T01:37:21.197865
https://www.ciampai.com/,QUIÉNES SOMOS,"",2026-01-05T01:37:21.197865
https://www.ciampai.com/,"Somos una empresa con amplia experiencia, 32 años en suministro de materias primas para diversas industrias.","",2026-01-05T01:37:21.197865
https://www.ciampai.com/,"Somos una empresa con amplia experiencia, 32 años en suministro de materias primas para diversas industrias.","",2026-01-05T01:37:21.197865
https://www.ciampai.com/,"Somos una empresa con amplia experiencia, 32 años en suministro de materias primas para diversas industrias.","",2026-01-05T01:37:21.197865
https://www.ciampai.com/,Con centro logístico de 10.000 M2 de almacenamiento exclusivo estratégicamente ubicado en el centro del país. Equipo calificado para soporte comercial y técnico. Rutas semanales para todo el país con capacidad de despacho de 29.000 Kg diarios. Mas de 400 clientes a nivel nacional. Contamos con múltiples proveedores reconocidos internacionalmente que nos permiten garantizar una amplia gama de productos y seguridad de suministro.,"",2026-01-05T01:37:21.197865
https://www.ciampai.com/,Con centro logístico de 10.000 M2 de almacenamiento exclusivo estratégicamente ubicado en el centro del país. Equipo calificado para soporte comercial y técnico. Rutas semanales para todo el país con capacidad de despacho de 29.000 Kg diarios. Mas de 400 clientes a nivel nacional. Contamos con múltiples proveedores reconocidos internacionalmente que nos permiten garantizar una amplia gama de productos y seguridad de suministro.,"",2026-01-05T01:37:21.197865
https://www.ciampai.com/,Con centro logístico de 10.000 M2 de almacenamiento exclusivo estratégicamente ubicado en el centro del país. Equipo calificado para soporte comercial y técnico. Rutas semanales para todo el país con capacidad de despacho de 29.000 Kg diarios. Mas de 400 clientes a nivel nacional. Contamos con múltiples proveedores reconocidos internacionalmente que nos permiten garantizar una amplia gama de productos y seguridad de suministro.,"",2026-01-05T01:37:21.197865
https://www.ciampai.com/,NUESTROS PRODUCTOS,"",2026-01-05T01:37:21.197865
https://www.ciampai.com/,NUESTROS PRODUCTOS,"",2026-01-05T01:37:21.197865
https://www.ciampai.com/,NUESTROS PRODUCTOS,"",2026-01-05T01:37:21.197865
https://www.ciampai.com/,¿Qué ofrecemos?,"",2026-01-05T01:37:21.197865
https://www.ciampai.com/,¿Qué ofrecemos?,"",2026-01-05T01:37:21.197865
https://www.ciampai.com/,¿Qué ofrecemos?,"",2026-01-05T01:37:21.197865
https://www.ciampai.com/,POLIURETANO,"",2026-01-05T01:37:21.197865
https://www.ciampai.com/,POLIURETANO,"",2026-01-05T01:37:21.197865
https://www.ciampai.com/,POLIURETANO,"",2026-01-05T01:37:21.197865
https://www.ciampai.com/,Polioles Poliol Convencional Poliol Polimérico Poliol Viscoelástico Tolueno Diisocianato (TDI) Surfactantes de Silicona Catalizadores Metálicos Catalizadores de Amina Cloruro de Metileno Retardantes de flama Colorantes,"",2026-01-05T01:37:21.197865
https://www.ciampai.com/,Polioles Poliol Convencional Poliol Polimérico Poliol Viscoelástico Tolueno Diisocianato (TDI) Surfactantes de Silicona Catalizadores Metálicos Catalizadores de Amina Cloruro de Metileno Retardantes de flama Colorantes,"",2026-01-05T01:37:21.197865
https://www.ciampai.com/,Polioles Poliol Convencional Poliol Polimérico Poliol Viscoelástico Tolueno Diisocianato (TDI) Surfactantes de Silicona Catalizadores Metálicos Catalizadores de Amina Cloruro de Metileno Retardantes de flama Colorantes,"",2026-01-05T01:37:21.197865
https://www.ciampai.com/,CAUCHO,"",2026-01-05T01:37:21.197865
https://www.ciampai.com/,CAUCHO,"",2026-01-05T01:37:21.197865
https://www.ciampai.com/,CAUCHO,"",2026-01-05T01:37:21.197865
https://www.ciampai.com/,Cauchos Sintéticos,"",2026-01-05T01:37:21.197865
https://www.ciampai.com/,Cauchos Sintéticos,"",2026-01-05T01:37:21.197865
https://www.ciampai.com/,SBR – Estireno Butadieno,"",2026-01-05T01:37:21.197865
https://www.ciampai.com/,SBR – Estireno Butadieno,"",2026-01-05T01:37:21.197865
https://www.ciampai.com/,BR- Polibutadieno,"",2026-01-05T01:37:21.197865
https://www.ciampai.com/,BR- Polibutadieno,"",2026-01-05T01:37:21.197865
https://www.ciampai.com/,Nitrilo – Acrilonitrilo Butadieno,"",2026-01-05T01:37:21.197865
https://www.ciampai.com/,Nitrilo – Acrilonitrilo Butadieno,"",2026-01-05T01:37:21.197865
https://www.ciampai.com/,Nitrilo en Polvo Aplicaciones en frenos y PVC.,"",2026-01-05T01:37:21.197865
https://www.ciampai.com/,Nitrilo en Polvo Aplicaciones en frenos y PVC.,"",2026-01-05T01:37:21.197865
https://www.ciampai.com/,EPDM – Etileno Propileno Dieno,"",2026-01-05T01:37:21.197865
https://www.ciampai.com/,EPDM – Etileno Propileno Dieno,"",2026-01-05T01:37:21.197865
https://www.ciampai.com/,EPM– Etileno Propileno Mejorador de viscosidad para Lubricantes VII,"",2026-01-05T01:37:21.197865
https://www.ciampai.com/,EPM– Etileno Propileno Mejorador de viscosidad para Lubricantes VII,"",2026-01-05T01:37:21.197865
https://www.ciampai.com/,CR- Cloro Butadieno,"",2026-01-05T01:37:21.197865
https://www.ciampai.com/,CR- Cloro Butadieno,"",2026-01-05T01:37:21.197865
https://www.ciampai.com/,EVM- Etileno vinil acetato,"",2026-01-05T01:37:21.197865
https://www.ciampai.com/,EVM- Etileno vinil acetato,"",2026-01-05T01:37:21.197865
https://www.ciampai.com/,Especialidades,"",2026-01-05T01:37:21.197865
https://www.ciampai.com/,Especialidades,"",2026-01-05T01:37:21.197865
https://www.ciampai.com/,"Caucho Natural  (SGR-10, SVR-10, RSS3, SVR-3L)","",2026-01-05T01:37:21.197865
https://www.ciampai.com/,"Caucho Natural  (SGR-10, SVR-10, RSS3, SVR-3L)","",2026-01-05T01:37:21.197865
https://www.ciampai.com/,"Latex Natural (Pre Vulcanizado, alto y bajo Amonio)","",2026-01-05T01:37:21.197865
https://www.ciampai.com/,"Latex Natural (Pre Vulcanizado, alto y bajo Amonio)","",2026-01-05T01:37:21.197865
https://www.ciampai.com/,Químicos,"",2026-01-05T01:37:21.197865
https://www.ciampai.com/,Químicos,"",2026-01-05T01:37:21.197865
https://www.ciampai.com/,Acelerantes de vulcanización,"",2026-01-05T01:37:21.197865
https://www.ciampai.com/,Acelerantes de vulcanización,"",2026-01-05T01:37:21.197865
https://www.ciampai.com/,"Antioxidantes para caucho, Latex y Adhesivo de Cloropreno","",2026-01-05T01:37:21.197865
https://www.ciampai.com/,"Antioxidantes para caucho, Latex y Adhesivo de Cloropreno","",2026-01-05T01:37:21.197865
https://www.ciampai.com/,Predispersos y aditivos,"",2026-01-05T01:37:21.197865
https://www.ciampai.com/,Predispersos y aditivos,"",2026-01-05T01:37:21.197865
https://www.ciampai.com/,Promotores de proceso,"",2026-01-05T01:37:21.197865
https://www.ciampai.com/,Promotores de proceso,"",2026-01-05T01:37:21.197865
https://www.ciampai.com/,Aplicaciones para látex,"",2026-01-05T01:37:21.197865
https://www.ciampai.com/,Aplicaciones para látex,"",2026-01-05T01:37:21.197865
https://www.ciampai.com/,Ceras antiozonantes,"",2026-01-05T01:37:21.197865
https://www.ciampai.com/,Ceras antiozonantes,"",2026-01-05T01:37:21.197865
https://www.ciampai.com/,Anti adherente,"",2026-01-05T01:37:21.197865
https://www.ciampai.com/,Anti adherente,"",2026-01-05T01:37:21.197865
https://www.ciampai.com/,Óxido de Zinc,"",2026-01-05T01:37:21.197865
https://www.ciampai.com/,Óxido de Zinc,"",2026-01-05T01:37:21.197865
https://www.ciampai.com/,Azufre,"",2026-01-05T01:37:21.197865
https://www.ciampai.com/,Azufre,"",2026-01-05T01:37:21.197865
https://www.ciampai.com/,Sílica precipitada,"",2026-01-05T01:37:21.197865
https://www.ciampai.com/,Sílica precipitada,"",2026-01-05T01:37:21.197865
https://www.ciampai.com/,FARMACIA,"",2026-01-05T01:37:21.197865
https://www.ciampai.com/,FARMACIA,"",2026-01-05T01:37:21.197865
https://www.ciampai.com/,FARMACIA,"",2026-01-05T01:37:21.197865
https://www.ciampai.com/,Excipientes Principios Activos,"",2026-01-05T01:37:21.197865
https://www.ciampai.com/,Excipientes Principios Activos,"",2026-01-05T01:37:21.197865
https://www.ciampai.com/,PERSONAL & HOME CARE,"",2026-01-05T01:37:21.197865
https://www.ciampai.com/,PERSONAL & HOME CARE,"",2026-01-05T01:37:21.197865
https://www.ciampai.com/,PERSONAL & HOME CARE,"",2026-01-05T01:37:21.197865
https://www.ciampai.com/,Alcohol Etílico Alcoholes y Ácidos Grasos Activos Aminas Surfactantes no Iónicos Surfactantes Aniónicos Surfactantes Anfóteros Acondicionadores Humectantes Preservantes Siliconas Carbomer Emolientes Solventes Soda Caustica,"",2026-01-05T01:37:21.197865
https://www.ciampai.com/,Alcohol Etílico Alcoholes y Ácidos Grasos Activos Aminas Surfactantes no Iónicos Surfactantes Aniónicos Surfactantes Anfóteros Acondicionadores Humectantes Preservantes Siliconas Carbomer Emolientes Solventes Soda Caustica,"",2026-01-05T01:37:21.197865
https://www.ciampai.com/,Alcohol Etílico Alcoholes y Ácidos Grasos Activos Aminas Surfactantes no Iónicos Surfactantes Aniónicos Surfactantes Anfóteros Acondicionadores Humectantes Preservantes Siliconas Carbomer Emolientes Solventes Soda Caustica,"",2026-01-05T01:37:21.197865
https://www.ciampai.com/,SOLDADURA,"",2026-01-05T01:37:21.197865
https://www.ciampai.com/,SOLDADURA,"",2026-01-05T01:37:21.197865
https://www.ciampai.com/,SOLDADURA,"",2026-01-05T01:37:21.197865
https://www.ciampai.com/,Alambre MIG Electrodos Comunes Electrodos Especiales,"",2026-01-05T01:37:21.197865
https://www.ciampai.com/,Alambre MIG Electrodos Comunes Electrodos Especiales,"",2026-01-05T01:37:21.197865
https://www.ciampai.com/,POR QUÉ CIAMPAI?,"",2026-01-05T01:37:21.197865
https://www.ciampai.com/,POR QUÉ CIAMPAI?,"",2026-01-05T01:37:21.197865
https://www.ciampai.com/,POR QUÉ CIAMPAI?,"",2026-01-05T01:37:21.197865
https://www.ciampai.com/,POR QUÉ CIAMPAI?,"",2026-01-05T01:37:21.197865
https://www.ciampai.com/,POR QUÉ CIAMPAI?,"",2026-01-05T01:37:21.197865
https://www.ciampai.com/,Amplio portafolio desde commodities hasta especialidades,"",2026-01-05T01:37:21.197865
https://www.ciampai.com/,Amplio portafolio desde commodities hasta especialidades,"",2026-01-05T01:37:21.197865
https://www.ciampai.com/,Amplio portafolio desde commodities hasta especialidades,"",2026-01-05T01:37:21.197865
